time	V(1)	V(2)	V(3)	V(4)	I(V1)	I(D1)	I(R1)	I(R2)	I(R3)	I(D2)
0.467	1.02931	0.856652	0.25899	1.03371e-06	-8.63303e-05	8.63303e-05	8.63303e-05	-8.63301e-05	-2.06743e-10	2.06743e-10
0.468	0.99855	0.837634	0.241373	5.2346e-07	-8.04578e-05	8.04578e-05	8.04578e-05	-8.04577e-05	-1.04692e-10	1.04692e-10
0.469	0.967747	0.818569	0.223767	2.65079e-07	-7.45892e-05	7.45892e-05	7.45892e-05	-7.45891e-05	-5.30158e-11	5.30158e-11
0.47	0.936907	0.799456	0.206176	1.34241e-07	-6.87253e-05	6.87253e-05	6.87253e-05	-6.87253e-05	-2.68482e-11	2.68482e-11
0.471	0.906029	0.780294	0.188602	6.79819e-08	-6.28673e-05	6.28673e-05	6.28673e-05	-6.28673e-05	-1.35964e-11	1.35964e-11
0.472	0.875115	0.761083	0.171049	3.44214e-08	-5.70163e-05	5.70163e-05	5.70163e-05	-5.70162e-05	-6.88429e-12	6.88429e-12
0.473	0.844167	0.741821	0.15352	1.74187e-08	-5.11734e-05	5.11734e-05	5.11734e-05	-5.11733e-05	-3.48374e-12	3.48374e-12
0.474	0.813186	0.722506	0.13602	8.80161e-09	-4.53399e-05	4.53399e-05	4.53399e-05	-4.53399e-05	-1.76032e-12	1.76032e-12
0.475	0.782172	0.703138	0.118552	4.43242e-09	-3.95172e-05	3.95172e-05	3.95172e-05	-3.95172e-05	-8.86485e-13	8.86485e-13
0.476	0.751128	0.683714	0.10112	2.2157e-09	-3.37068e-05	3.37068e-05	3.37068e-05	-3.37068e-05	-4.43139e-13	4.43139e-13
0.477	0.720054	0.664233	0.0837308	1.09004e-09	-2.79103e-05	2.79103e-05	2.79103e-05	-2.79103e-05	-2.18008e-13	2.18008e-13
0.478	0.688951	0.642158	0.0701896	6.28398e-10	-2.33965e-05	2.33965e-05	2.33965e-05	-2.33965e-05	-1.2568e-13	1.2568e-13
0.479	0.657822	0.617981	0.059761	4.31641e-10	-1.99203e-05	1.99203e-05	1.99203e-05	-1.99203e-05	-8.63282e-14	8.63282e-14
0.48	0.626666	0.595984	0.0460233	2.42075e-10	-1.53411e-05	1.53411e-05	1.53411e-05	-1.53411e-05	-4.84149e-14	4.84149e-14
0.481	0.595486	0.573702	0.0326757	1.2567e-10	-1.08919e-05	1.08919e-05	1.08919e-05	-1.08919e-05	-2.51341e-14	2.51341e-14
0.482	0.564282	0.550339	0.0209142	6.17669e-11	-6.9714e-06	6.9714e-06	6.9714e-06	-6.9714e-06	-1.23534e-14	1.23534e-14
0.483	0.533056	0.525387	0.0115036	2.78256e-11	-3.83455e-06	3.83455e-06	3.83455e-06	-3.83455e-06	-5.56513e-15	5.56513e-15
0.484	0.501809	0.498352	0.00518547	1.1036e-11	-1.72849e-06	1.72849e-06	1.72849e-06	-1.72849e-06	-2.2072e-15	2.2072e-15
0.485	0.470542	0.469261	0.00192048	3.83306e-12	-6.40161e-07	6.40161e-07	6.40161e-07	-6.40161e-07	-7.66611e-16	7.66611e-16
0.486	0.439256	0.438838	0.000626403	1.21925e-12	-2.08801e-07	2.08801e-07	2.08801e-07	-2.08801e-07	-2.4385e-16	2.4385e-16
0.487	0.407953	0.407824	0.000193215	3.72951e-13	-6.4405e-08	6.4405e-08	6.4405e-08	-6.4405e-08	-7.45903e-17	7.45903e-17
0.488	0.376634	0.376595	5.84321e-05	1.12496e-13	-1.94774e-08	1.94774e-08	1.94774e-08	-1.94774e-08	-2.24991e-17	2.24991e-17
0.489	0.3453	0.345288	1.75549e-05	3.37709e-14	-5.85164e-09	5.85164e-09	5.85164e-09	-5.85164e-09	-6.75417e-18	6.75417e-18
0.49	0.313953	0.313949	5.26165e-06	1.01196e-14	-1.75388e-09	1.75388e-09	1.75388e-09	-1.75388e-09	-2.02391e-18	2.02391e-18
0.491	0.282593	0.282592	1.57541e-06	3.02973e-15	-5.25137e-10	5.25137e-10	5.25137e-10	-5.25137e-10	-6.05945e-19	6.05945e-19
0.492	0.251222	0.251221	4.71405e-07	9.06556e-16	-1.57135e-10	1.57135e-10	1.57135e-10	-1.57135e-10	-1.81311e-19	1.81311e-19
0.493	0.219841	0.21984	1.40981e-07	2.71119e-16	-4.69938e-11	4.69938e-11	4.69938e-11	-4.69938e-11	-5.42237e-20	5.42237e-20
0.494	0.188451	0.188451	4.21334e-08	8.10257e-17	-1.40445e-11	1.40445e-11	1.40445e-11	-1.40445e-11	-1.62051e-20	1.62051e-20
0.495	0.157054	0.157054	1.25735e-08	2.41797e-17	-4.19116e-12	4.19116e-12	4.19116e-12	-4.19116e-12	-4.83595e-21	4.83595e-21
0.496	0.12565	0.12565	3.73652e-09	7.18562e-18	-1.24551e-12	1.24551e-12	1.24551e-12	-1.24551e-12	-1.43712e-21	1.43712e-21
0.497	0.0942422	0.0942422	1.0954e-09	2.10655e-18	-3.65135e-13	3.65135e-13	3.65135e-13	-3.65135e-13	-4.21309e-22	4.21309e-22
0.498	0.0628302	0.0628302	3.06213e-10	5.8887e-19	-1.02071e-13	1.02071e-13	1.02071e-13	-1.02071e-13	-1.17774e-22	1.17774e-22
0.499	0.0314157	0.0314157	7.04333e-11	1.35449e-19	-2.34778e-14	2.34778e-14	2.34778e-14	-2.34778e-14	-2.70897e-23	2.70897e-23
0.5	6.12323e-16	6.12323e-16	7.06102e-25	0	-2.35367e-28	2.35367e-28	2.35367e-28	-2.35367e-28	0	0
0.501	-0.0314157	-0.0314157	-2.10388e-11	-4.04593e-20	7.01294e-15	-7.01294e-15	-7.01295e-15	7.01294e-15	8.09186e-24	-8.09186e-24
0.502	-0.0628302	-0.0628302	-2.73231e-11	-5.25445e-20	9.1077e-15	-9.10771e-15	-9.10771e-15	9.10771e-15	1.05089e-23	-1.05089e-23
0.503	-0.0942422	-0.0942422	-2.92003e-11	-5.61544e-20	9.73343e-15	-9.73343e-15	-9.73344e-15	9.73343e-15	1.12309e-23	-1.12309e-23
0.504	-0.12565	-0.12565	-2.97611e-11	-5.72328e-20	9.92036e-15	-9.92035e-15	-9.92036e-15	9.92035e-15	1.14466e-23	-1.14466e-23
0.505	-0.157054	-0.157054	-2.99286e-11	-5.7555e-20	9.97619e-15	-9.9762e-15	-9.97619e-15	9.9762e-15	1.1511e-23	-1.1511e-23
0.506	-0.188451	-0.188451	-2.99787e-11	-5.76513e-20	9.99287e-15	-9.99288e-15	-9.99288e-15	9.99288e-15	1.15303e-23	-1.15303e-23
0.507	-0.219841	-0.219841	-2.99936e-11	-5.768e-20	9.99786e-15	-9.99787e-15	-9.99786e-15	9.99787e-15	1.1536e-23	-1.1536e-23
0.508	-0.251222	-0.251222	-2.99981e-11	-5.76886e-20	9.99935e-15	-9.99936e-15	-9.99936e-15	9.99936e-15	1.15377e-23	-1.15377e-23
0.509	-0.282593	-0.282593	-2.99994e-11	-5.76912e-20	9.99981e-15	-9.99981e-15	-9.99981e-15	9.99981e-15	1.15382e-23	-1.15382e-23
0.51	-0.313953	-0.313953	-2.99998e-11	-5.7692e-20	9.99992e-15	-9.99994e-15	-9.99992e-15	9.99994e-15	1.15384e-23	-1.15384e-23
0.511	-0.3453	-0.3453	-2.99999e-11	-5.76922e-20	9.99998e-15	-9.99998e-15	-9.99997e-15	9.99998e-15	1.15384e-23	-1.15384e-23
0.512	-0.376634	-0.376634	-3e-11	-5.76923e-20	1e-14	-9.99999e-15	-1e-14	9.99999e-15	1.15385e-23	-1.15385e-23
0.513	-0.407953	-0.407953	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.514	-0.439256	-0.439256	-3e-11	-5.76923e-20	9.99995e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.515	-0.470542	-0.470542	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-9.99997e-15	1e-14	1.15385e-23	-1.15385e-23
0.516	-0.501809	-0.501809	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.517	-0.533056	-0.533056	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.518	-0.564282	-0.564282	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.519	-0.595486	-0.595486	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.52	-0.626666	-0.626666	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.521	-0.657822	-0.657822	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.522	-0.688951	-0.688951	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.523	-0.720054	-0.720054	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.524	-0.751128	-0.751128	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.525	-0.782172	-0.782172	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.526	-0.813186	-0.813186	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.527	-0.844167	-0.844167	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.528	-0.875115	-0.875115	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.529	-0.906029	-0.906029	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.53	-0.936907	-0.936907	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.531	-0.967747	-0.967747	-3e-11	-5.76923e-20	9.99998e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.532	-0.99855	-0.99855	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99995e-15	1e-14	1.15385e-23	-1.15385e-23
0.533	-1.02931	-1.02931	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99989e-15	1e-14	1.15385e-23	-1.15385e-23
0.534	-1.06004	-1.06004	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.535	-1.09072	-1.09072	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.536	-1.12135	-1.12135	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99989e-15	1e-14	1.15385e-23	-1.15385e-23
0.537	-1.15195	-1.15195	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99989e-15	1e-14	1.15385e-23	-1.15385e-23
0.538	-1.18249	-1.18249	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99989e-15	1e-14	1.15385e-23	-1.15385e-23
0.539	-1.213	-1.213	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.54	-1.24345	-1.24345	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99989e-15	1e-14	1.15385e-23	-1.15385e-23
0.541	-1.27385	-1.27385	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
0.542	-1.30421	-1.30421	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99989e-15	1e-14	1.15385e-23	-1.15385e-23
0.543	-1.33451	-1.33451	-3e-11	-5.76923e-20	9.99992e-15	-1e-14	-9.99989e-15	1e-14	1.15385e-23	-1.15385e-23
